id_cliente,persona,engajamento,compras_60_dias,proba
cli_5147,vinho_final_do_dia,7.7,0.0,0.11
cli_5148,churrasco_fds,91.6,48.0,0.47
cli_5149,esporadico,97.5,125.0,0.37
cli_5150,esporadico,1.6,0.0,0.11
cli_5151,esporadico,2.9,0.0,0.11
cli_5152,esporadico,80.0,31.0,0.32
cli_5153,unknown,1.0,0.0,0.05
cli_5154,vinho_final_do_dia,9.2,0.0,0.12
cli_5155,esporadico,0.5,0.0,0.11
cli_5156,churrasco_fds,3.7,199.0,0.25
cli_5157,churrasco_fds,75.4,0.0,0.42
cli_5158,esporadico,4.0,0.0,0.12
cli_5159,unknown,3.2,99.0,0.06
cli_5160,esporadico,72.5,199.0,0.31
cli_5161,esporadico,94.6,76.0,0.36
cli_5162,vinho_final_do_dia,1.2,0.0,0.1
cli_5163,esporadico,84.8,177.0,0.34
cli_5164,unknown,6.7,0.0,0.07
cli_5165,unknown,0.1,0.0,0.05
cli_5166,unknown,9.2,0.0,0.07
cli_5167,churrasco_fds,82.0,159.0,0.45
cli_5168,esporadico,83.8,90.0,0.33
cli_5169,vinho_final_do_dia,82.0,72.0,0.31
cli_5170,unknown,2.3,0.0,0.05
cli_5171,esporadico,41.7,159.0,0.22
cli_5172,vinho_final_do_dia,21.9,0.0,0.15
cli_5173,unknown,1.7,0.0,0.05
cli_5174,unknown,17.9,199.0,0.11
cli_5175,unknown,0.9,0.0,0.05
cli_5176,unknown,21.7,99.0,0.11
cli_5177,unknown,6.8,0.0,0.07
cli_5178,unknown,0.9,0.0,0.05
cli_5179,esporadico,22.5,0.0,0.16
cli_5180,vinho_final_do_dia,3.0,0.0,0.1
cli_5181,unknown,10.6,89.0,0.08
cli_5182,unknown,15.6,0.0,0.09
cli_5183,esporadico,11.9,0.0,0.14
cli_5184,churrasco_fds,7.6,0.0,0.24
cli_5185,churrasco_fds,28.9,0.0,0.3
cli_5186,vinho_final_do_dia,80.5,199.0,0.32
cli_5187,unknown,60.1,99.0,0.21
cli_5188,esporadico,6.8,0.0,0.12
cli_5189,unknown,1.8,0.0,0.05
cli_5190,esporadico,2.3,0.0,0.11
cli_5191,unknown,11.2,0.0,0.08
cli_5192,esporadico,22.4,129.0,0.17
cli_5193,unknown,12.5,0.0,0.08
cli_5194,esporadico,91.2,50.0,0.35
cli_5195,esporadico,9.8,0.0,0.13
cli_5196,esporadico,7.5,0.0,0.12
cli_5197,churrasco_fds,0.5,0.0,0.22
cli_5198,esporadico,92.2,40.0,0.35
cli_5199,esporadico,8.3,0.0,0.13
cli_5200,esporadico,71.6,129.0,0.3
cli_5201,esporadico,10.0,0.0,0.13
cli_5202,unknown,0.5,0.0,0.05
cli_5203,unknown,1.9,0.0,0.05
cli_5204,vinho_final_do_dia,5.8,0.0,0.11
cli_5205,unknown,1.0,0.0,0.05
cli_5206,unknown,11.1,0.0,0.08
cli_5207,vinho_final_do_dia,2.3,0.0,0.1
cli_5208,esporadico,3.2,0.0,0.11
cli_5209,esporadico,0.6,0.0,0.11
cli_5210,unknown,9.8,0.0,0.07
cli_5211,unknown,13.8,0.0,0.08
cli_5212,unknown,0.7,0.0,0.05
cli_5213,unknown,11.8,0.0,0.08
cli_5214,vinho_final_do_dia,4.7,0.0,0.11
cli_5215,esporadico,16.5,0.0,0.15
cli_5216,churrasco_fds,80.9,113.0,0.44
cli_5217,esporadico,2.6,0.0,0.11
cli_5218,unknown,11.8,0.0,0.08
cli_5219,esporadico,11.1,0.0,0.13
cli_5220,esporadico,12.0,0.0,0.14
cli_5221,unknown,86.8,120.0,0.28
cli_5222,unknown,82.5,174.0,0.28
cli_5223,vinho_final_do_dia,71.0,95.0,0.29
cli_5224,unknown,26.9,0.0,0.12
cli_5225,esporadico,11.3,0.0,0.13
cli_5226,esporadico,28.6,0.0,0.18
cli_5227,esporadico,5.1,0.0,0.12
cli_5228,unknown,2.9,0.0,0.06
cli_5229,unknown,69.0,149.0,0.24
cli_5230,unknown,25.1,0.0,0.11
cli_5231,esporadico,0.5,0.0,0.11
cli_5232,unknown,1.5,0.0,0.05
cli_5233,churrasco_fds,6.9,0.0,0.24
cli_5234,unknown,12.4,99.0,0.09
cli_5235,unknown,13.9,0.0,0.08
cli_5236,vinho_final_do_dia,25.4,0.0,0.16
cli_5237,esporadico,1.4,0.0,0.11
cli_5238,unknown,3.7,0.0,0.06
cli_5239,vinho_final_do_dia,4.7,0.0,0.11
cli_5240,churrasco_fds,0.7,0.0,0.22
cli_5241,unknown,5.4,129.0,0.07
cli_5242,esporadico,7.9,159.0,0.14
cli_5243,unknown,4.0,0.0,0.06
cli_5244,esporadico,95.2,89.0,0.36
cli_5245,unknown,77.1,99.0,0.26
cli_5246,esporadico,94.6,104.0,0.36
cli_5247,vinho_final_do_dia,23.3,0.0,0.16
cli_5248,unknown,54.9,159.0,0.2
cli_5249,vinho_final_do_dia,17.4,0.0,0.14
cli_5250,vinho_final_do_dia,1.5,0.0,0.1
cli_5251,unknown,10.5,0.0,0.08
cli_5252,unknown,3.8,0.0,0.06
cli_5253,unknown,0.9,0.0,0.05
cli_5254,esporadico,3.5,0.0,0.11
cli_5255,unknown,1.3,0.0,0.05
cli_5256,esporadico,26.5,0.0,0.17
cli_5257,vinho_final_do_dia,3.3,0.0,0.1
cli_5258,unknown,10.4,0.0,0.08
cli_5259,esporadico,3.5,0.0,0.11
cli_5260,esporadico,4.3,0.0,0.12
cli_5261,vinho_final_do_dia,19.0,0.0,0.14
cli_5262,unknown,8.2,0.0,0.07
cli_5263,unknown,8.3,0.0,0.07
cli_5264,unknown,3.7,0.0,0.06
cli_5265,unknown,5.9,0.0,0.06
cli_5266,unknown,1.0,0.0,0.05
cli_5267,esporadico,4.8,159.0,0.13
cli_5268,churrasco_fds,30.3,0.0,0.3
cli_5269,unknown,3.0,0.0,0.06
cli_5270,vinho_final_do_dia,14.6,0.0,0.13
cli_5271,churrasco_fds,77.7,49.0,0.43
cli_5272,unknown,12.7,0.0,0.08
cli_5273,unknown,80.1,146.0,0.27
cli_5274,vinho_final_do_dia,12.5,129.0,0.14
cli_5275,vinho_final_do_dia,18.3,0.0,0.14
cli_5276,esporadico,14.5,0.0,0.14
cli_5277,unknown,6.9,0.0,0.07
cli_5278,esporadico,7.8,0.0,0.13
cli_5279,esporadico,74.7,99.0,0.31
cli_5280,unknown,1.1,0.0,0.05
cli_5281,esporadico,1.2,0.0,0.11
cli_5282,esporadico,21.0,0.0,0.16
cli_5283,unknown,1.6,0.0,0.05
cli_5284,unknown,1.2,0.0,0.05
cli_5285,esporadico,3.8,0.0,0.11
cli_5286,vinho_final_do_dia,1.5,0.0,0.1
cli_5287,esporadico,19.6,0.0,0.16
cli_5288,unknown,87.1,61.0,0.28
cli_5289,esporadico,0.7,0.0,0.11
cli_5290,esporadico,7.1,99.0,0.13
cli_5291,unknown,74.7,115.0,0.25
cli_5292,unknown,33.8,89.0,0.14
cli_5293,esporadico,5.2,0.0,0.12
cli_5294,esporadico,0.3,0.0,0.11
cli_5295,unknown,12.7,0.0,0.08
cli_5296,unknown,13.9,0.0,0.08
cli_5297,vinho_final_do_dia,1.8,199.0,0.11
cli_5298,esporadico,5.3,0.0,0.12
cli_5299,unknown,2.0,0.0,0.05
cli_5300,unknown,15.0,0.0,0.09
cli_5301,vinho_final_do_dia,5.8,99.0,0.12
cli_5302,unknown,0.2,0.0,0.05
cli_5303,unknown,8.8,0.0,0.07
cli_5304,esporadico,69.5,159.0,0.3
cli_5305,vinho_final_do_dia,74.4,85.0,0.3
cli_5306,unknown,49.6,0.0,0.18
cli_5307,vinho_final_do_dia,17.8,0.0,0.14
cli_5308,esporadico,27.8,99.0,0.18
cli_5309,unknown,13.2,0.0,0.08
cli_5310,churrasco_fds,57.2,129.0,0.38
cli_5311,unknown,4.1,0.0,0.06
cli_5312,unknown,0.9,0.0,0.05
cli_5313,unknown,32.1,0.0,0.13
cli_5314,churrasco_fds,5.3,0.0,0.24
cli_5315,churrasco_fds,73.4,99.0,0.42
cli_5316,unknown,1.7,0.0,0.05
cli_5317,vinho_final_do_dia,74.3,44.0,0.29
cli_5318,esporadico,3.5,129.0,0.12
cli_5319,unknown,5.7,0.0,0.06
cli_5320,unknown,20.8,129.0,0.11
cli_5321,vinho_final_do_dia,86.0,23.0,0.32
cli_5322,unknown,3.5,0.0,0.06
cli_5323,vinho_final_do_dia,15.6,0.0,0.14
cli_5324,esporadico,70.2,149.0,0.3
cli_5325,esporadico,27.2,0.0,0.18
cli_5326,vinho_final_do_dia,10.7,0.0,0.12
cli_5327,unknown,80.6,108.0,0.27
cli_5328,esporadico,0.4,0.0,0.11
cli_5329,unknown,89.9,144.0,0.29
cli_5330,churrasco_fds,86.1,149.0,0.46
cli_5331,esporadico,0.8,0.0,0.11
cli_5332,vinho_final_do_dia,80.1,140.0,0.31
cli_5333,unknown,14.5,0.0,0.09
cli_5334,esporadico,80.9,102.0,0.32
cli_5335,unknown,5.4,0.0,0.06
cli_5336,esporadico,9.1,0.0,0.13
cli_5337,churrasco_fds,11.7,0.0,0.25
cli_5338,vinho_final_do_dia,82.1,0.0,0.31
cli_5339,vinho_final_do_dia,1.9,0.0,0.1
cli_5340,vinho_final_do_dia,82.4,159.0,0.32
cli_5341,esporadico,2.4,0.0,0.11
cli_5342,churrasco_fds,25.4,0.0,0.29
cli_5343,unknown,1.2,0.0,0.05
cli_5344,vinho_final_do_dia,4.5,0.0,0.11
cli_5345,unknown,0.2,0.0,0.05
cli_5346,unknown,15.8,0.0,0.09
cli_5347,unknown,18.9,0.0,0.1
cli_5348,unknown,18.2,0.0,0.1
cli_5349,unknown,26.2,0.0,0.12
cli_5350,esporadico,86.1,122.0,0.34
cli_5351,vinho_final_do_dia,84.8,99.0,0.32
cli_5352,unknown,3.8,0.0,0.06
cli_5353,unknown,90.5,89.0,0.29
cli_5354,unknown,11.0,0.0,0.08
cli_5355,esporadico,3.9,0.0,0.11
cli_5356,esporadico,3.8,0.0,0.11
cli_5357,unknown,27.7,129.0,0.13
cli_5358,esporadico,1.6,0.0,0.11
cli_5359,esporadico,3.5,0.0,0.11
cli_5360,esporadico,3.6,0.0,0.11
cli_5361,esporadico,87.5,129.0,0.34
cli_5362,esporadico,74.4,70.0,0.3
cli_5363,esporadico,1.6,0.0,0.11
cli_5364,churrasco_fds,2.0,0.0,0.23
cli_5365,esporadico,1.8,0.0,0.11
cli_5366,vinho_final_do_dia,23.5,159.0,0.17
cli_5367,churrasco_fds,11.8,0.0,0.25
cli_5368,vinho_final_do_dia,74.0,73.0,0.29
cli_5369,unknown,9.3,0.0,0.07
cli_5370,unknown,66.8,160.0,0.23
cli_5371,churrasco_fds,2.5,0.0,0.23
cli_5372,esporadico,1.7,0.0,0.11
cli_5373,unknown,9.0,0.0,0.07
cli_5374,vinho_final_do_dia,8.1,0.0,0.12
cli_5375,unknown,12.7,0.0,0.08
cli_5376,unknown,10.8,0.0,0.08
cli_5377,unknown,1.2,149.0,0.06
cli_5378,unknown,36.3,0.0,0.14
cli_5379,unknown,6.7,0.0,0.07
cli_5380,unknown,7.9,0.0,0.07
cli_5381,esporadico,15.3,0.0,0.14
cli_5382,esporadico,18.9,0.0,0.15
cli_5383,churrasco_fds,88.9,0.0,0.46
cli_5384,unknown,2.8,0.0,0.06
cli_5385,unknown,9.9,0.0,0.07
cli_5386,unknown,6.3,0.0,0.06
cli_5387,esporadico,10.4,0.0,0.13
cli_5388,esporadico,12.1,0.0,0.14
cli_5389,esporadico,0.0,0.0,0.1
cli_5390,churrasco_fds,5.2,0.0,0.24
cli_5391,esporadico,9.7,0.0,0.13
cli_5392,unknown,81.9,57.0,0.27
cli_5393,esporadico,4.5,0.0,0.12
cli_5394,esporadico,2.6,0.0,0.11
cli_5395,churrasco_fds,9.0,0.0,0.25
cli_5396,unknown,11.4,99.0,0.08
cli_5397,unknown,44.2,0.0,0.16
cli_5398,vinho_final_do_dia,17.9,0.0,0.14
cli_5399,unknown,1.3,0.0,0.05
cli_5400,esporadico,91.9,86.0,0.35
cli_5401,vinho_final_do_dia,14.0,0.0,0.13
cli_5402,unknown,8.5,0.0,0.07
cli_5403,vinho_final_do_dia,1.8,0.0,0.1
cli_5404,esporadico,17.6,0.0,0.15
cli_5405,churrasco_fds,8.7,0.0,0.25
cli_5406,vinho_final_do_dia,0.2,0.0,0.09
cli_5407,unknown,13.6,0.0,0.08
cli_5408,unknown,81.1,131.0,0.27
cli_5409,unknown,2.7,0.0,0.05
cli_5410,unknown,10.1,99.0,0.08
cli_5411,vinho_final_do_dia,61.3,99.0,0.26
cli_5412,vinho_final_do_dia,0.8,0.0,0.1
cli_5413,vinho_final_do_dia,4.4,0.0,0.11
cli_5414,churrasco_fds,87.4,68.0,0.46
cli_5415,unknown,11.5,0.0,0.08
cli_5416,unknown,3.2,0.0,0.06
cli_5417,esporadico,2.1,0.0,0.11
cli_5418,esporadico,68.4,77.0,0.29
cli_5419,churrasco_fds,0.4,0.0,0.22
cli_5420,vinho_final_do_dia,9.3,0.0,0.12
cli_5421,unknown,12.2,0.0,0.08
cli_5422,unknown,1.2,0.0,0.05
cli_5423,esporadico,3.2,0.0,0.11
cli_5424,esporadico,8.4,0.0,0.13
cli_5425,churrasco_fds,15.5,0.0,0.26
cli_5426,esporadico,50.3,0.0,0.24
cli_5427,vinho_final_do_dia,59.5,149.0,0.26
cli_5428,vinho_final_do_dia,6.2,0.0,0.11
cli_5429,esporadico,22.1,119.0,0.17
cli_5430,esporadico,3.2,0.0,0.11
cli_5431,unknown,18.7,0.0,0.1
cli_5432,esporadico,8.4,199.0,0.14
cli_5433,vinho_final_do_dia,5.1,0.0,0.11
cli_5434,unknown,0.4,0.0,0.05
cli_5435,unknown,13.3,0.0,0.08
cli_5436,unknown,14.4,0.0,0.09
cli_5437,esporadico,1.6,0.0,0.11
cli_5438,vinho_final_do_dia,89.4,99.0,0.34
cli_5439,unknown,1.3,0.0,0.05
cli_5440,churrasco_fds,38.5,159.0,0.33
cli_5441,esporadico,82.3,63.0,0.33
cli_5442,vinho_final_do_dia,81.1,52.0,0.31
cli_5443,esporadico,3.4,0.0,0.11
cli_5444,unknown,7.2,0.0,0.07
cli_5445,esporadico,6.5,99.0,0.13
cli_5446,esporadico,88.4,99.0,0.34
cli_5447,esporadico,1.6,0.0,0.11
cli_5448,unknown,4.8,0.0,0.06
cli_5449,esporadico,19.7,0.0,0.16
cli_5450,churrasco_fds,10.1,0.0,0.25
cli_5451,esporadico,2.8,0.0,0.11
cli_5452,churrasco_fds,13.1,0.0,0.26
cli_5453,unknown,71.3,99.0,0.24
cli_5454,esporadico,26.5,89.0,0.18
cli_5455,vinho_final_do_dia,6.3,0.0,0.11
cli_5456,esporadico,5.5,0.0,0.12
cli_5457,unknown,0.2,0.0,0.05
cli_5458,churrasco_fds,1.7,0.0,0.23
cli_5459,esporadico,18.6,0.0,0.15
cli_5460,unknown,4.7,0.0,0.06
cli_5461,churrasco_fds,13.5,0.0,0.26
cli_5462,unknown,21.1,0.0,0.1
cli_5463,churrasco_fds,85.7,124.0,0.46
cli_5464,vinho_final_do_dia,17.9,89.0,0.15
cli_5465,vinho_final_do_dia,61.8,89.0,0.26
cli_5466,esporadico,96.5,77.0,0.36
cli_5467,unknown,65.6,129.0,0.23
cli_5468,vinho_final_do_dia,95.4,37.0,0.35
cli_5469,unknown,16.7,0.0,0.09
cli_5470,unknown,16.0,0.0,0.09
cli_5471,esporadico,9.0,0.0,0.13
cli_5472,vinho_final_do_dia,24.6,0.0,0.16
cli_5473,esporadico,2.1,0.0,0.11
cli_5474,unknown,12.0,0.0,0.08
cli_5475,esporadico,5.0,0.0,0.12
cli_5476,unknown,0.4,0.0,0.05
cli_5477,unknown,14.9,0.0,0.09
cli_5478,unknown,21.8,0.0,0.11
cli_5479,esporadico,6.4,0.0,0.12
cli_5480,churrasco_fds,19.4,99.0,0.28
cli_5481,unknown,15.8,0.0,0.09
cli_5482,unknown,25.2,0.0,0.11
cli_5483,esporadico,0.5,0.0,0.11
cli_5484,churrasco_fds,6.2,0.0,0.24
cli_5485,unknown,3.8,0.0,0.06
cli_5486,vinho_final_do_dia,24.3,0.0,0.16
cli_5487,esporadico,87.9,99.0,0.34
cli_5488,unknown,1.9,0.0,0.05
cli_5489,unknown,0.3,0.0,0.05
cli_5490,esporadico,13.6,0.0,0.14
cli_5491,vinho_final_do_dia,64.7,89.0,0.27
cli_5492,esporadico,4.7,0.0,0.12
cli_5493,unknown,75.2,159.0,0.26
cli_5494,unknown,74.7,113.0,0.25
cli_5495,esporadico,79.1,90.0,0.32
cli_5496,unknown,2.5,0.0,0.05
cli_5497,esporadico,73.3,111.0,0.3
cli_5498,esporadico,9.7,0.0,0.13
cli_5499,esporadico,25.6,99.0,0.18
cli_5500,esporadico,25.2,149.0,0.18
cli_5501,unknown,4.3,0.0,0.06
cli_5502,vinho_final_do_dia,4.2,119.0,0.11
cli_5503,esporadico,89.8,25.0,0.34
cli_5504,vinho_final_do_dia,0.6,0.0,0.1
cli_5505,unknown,1.7,0.0,0.05
cli_5506,vinho_final_do_dia,4.2,0.0,0.11
cli_5507,esporadico,79.6,149.0,0.32
cli_5508,esporadico,3.7,0.0,0.11
cli_5509,churrasco_fds,75.6,159.0,0.43
cli_5510,unknown,17.8,0.0,0.09
cli_5511,churrasco_fds,4.6,0.0,0.23
cli_5512,esporadico,7.8,129.0,0.13
cli_5513,esporadico,11.6,159.0,0.15
cli_5514,vinho_final_do_dia,96.4,92.0,0.35
cli_5515,unknown,1.8,0.0,0.05
cli_5516,unknown,0.2,0.0,0.05
cli_5517,esporadico,10.4,0.0,0.13
cli_5518,unknown,62.2,89.0,0.22
cli_5519,esporadico,1.5,0.0,0.11
cli_5520,esporadico,25.6,99.0,0.18
cli_5521,esporadico,9.1,0.0,0.13
cli_5522,esporadico,69.8,53.0,0.29
cli_5523,vinho_final_do_dia,1.6,0.0,0.1
cli_5524,unknown,47.2,89.0,0.18
cli_5525,esporadico,84.5,65.0,0.33
cli_5526,unknown,13.9,0.0,0.08
cli_5527,unknown,3.5,0.0,0.06
cli_5528,esporadico,9.1,0.0,0.13
cli_5529,esporadico,4.5,0.0,0.12
cli_5530,unknown,82.5,9.0,0.27
cli_5531,esporadico,85.7,53.0,0.33
cli_5532,esporadico,7.3,0.0,0.12
cli_5533,churrasco_fds,6.4,99.0,0.25
cli_5534,esporadico,84.9,68.0,0.33
cli_5535,unknown,13.0,0.0,0.08
cli_5536,unknown,7.2,0.0,0.07
cli_5537,unknown,2.6,0.0,0.05
cli_5538,churrasco_fds,3.7,0.0,0.23
cli_5539,churrasco_fds,6.0,0.0,0.24
cli_5540,unknown,0.5,0.0,0.05
cli_5541,vinho_final_do_dia,19.1,0.0,0.14
cli_5542,unknown,9.7,0.0,0.07
cli_5543,unknown,4.0,0.0,0.06
cli_5544,unknown,12.0,0.0,0.08
cli_5545,unknown,3.8,0.0,0.06
cli_5546,unknown,7.6,0.0,0.07
cli_5547,esporadico,13.3,0.0,0.14
cli_5548,esporadico,2.1,0.0,0.11
cli_5549,unknown,6.8,0.0,0.07
cli_5550,unknown,16.5,0.0,0.09
cli_5551,esporadico,5.3,0.0,0.12
cli_5552,esporadico,7.0,99.0,0.13
cli_5553,unknown,39.2,99.0,0.16
cli_5554,esporadico,25.4,149.0,0.18
cli_5555,unknown,8.5,0.0,0.07
cli_5556,unknown,46.5,89.0,0.18
cli_5557,esporadico,12.4,0.0,0.14
cli_5558,esporadico,0.4,0.0,0.11
cli_5559,esporadico,1.4,0.0,0.11
cli_5560,esporadico,4.6,0.0,0.12
cli_5561,unknown,80.5,117.0,0.27
cli_5562,churrasco_fds,68.6,119.0,0.41
cli_5563,unknown,12.9,0.0,0.08
cli_5564,esporadico,73.1,159.0,0.31
cli_5565,unknown,75.3,148.0,0.26
cli_5566,unknown,93.0,96.0,0.3
cli_5567,esporadico,82.8,96.0,0.33
cli_5568,unknown,92.5,53.0,0.29
cli_5569,esporadico,3.9,0.0,0.11
cli_5570,esporadico,87.6,83.0,0.34
cli_5571,unknown,9.8,89.0,0.08
cli_5572,churrasco_fds,1.6,0.0,0.23
cli_5573,vinho_final_do_dia,47.3,159.0,0.23
cli_5574,unknown,6.1,0.0,0.06
cli_5575,churrasco_fds,0.7,0.0,0.22
cli_5576,esporadico,16.2,0.0,0.15
cli_5577,unknown,15.6,0.0,0.09
cli_5578,esporadico,2.1,0.0,0.11
cli_5579,churrasco_fds,8.9,0.0,0.25
cli_5580,esporadico,0.2,0.0,0.11
cli_5581,esporadico,95.6,129.0,0.36
cli_5582,vinho_final_do_dia,0.7,0.0,0.1
cli_5583,esporadico,0.7,0.0,0.11
cli_5584,unknown,4.9,0.0,0.06
cli_5585,unknown,80.0,37.0,0.26
cli_5586,churrasco_fds,26.9,0.0,0.29
cli_5587,esporadico,81.6,124.0,0.33
cli_5588,unknown,19.1,159.0,0.11
cli_5589,esporadico,8.1,0.0,0.13
cli_5590,unknown,1.7,0.0,0.05
cli_5591,vinho_final_do_dia,4.9,159.0,0.12
cli_5592,churrasco_fds,2.3,0.0,0.23
cli_5593,vinho_final_do_dia,2.3,0.0,0.1
cli_5594,unknown,7.6,0.0,0.07
cli_5595,esporadico,40.0,99.0,0.22
cli_5596,unknown,1.9,0.0,0.05
cli_5597,esporadico,54.5,199.0,0.26
cli_5598,unknown,15.2,0.0,0.09
cli_5599,esporadico,20.4,0.0,0.16
cli_5600,unknown,31.9,0.0,0.13
cli_5601,vinho_final_do_dia,63.8,149.0,0.27
cli_5602,esporadico,5.4,0.0,0.12
cli_5603,unknown,2.9,0.0,0.06
cli_5604,esporadico,6.3,0.0,0.12
cli_5605,unknown,14.3,0.0,0.09
cli_5606,vinho_final_do_dia,3.0,0.0,0.1
cli_5607,esporadico,26.5,0.0,0.17
cli_5608,unknown,64.9,96.0,0.22
cli_5609,unknown,84.7,104.0,0.28
cli_5610,unknown,2.8,0.0,0.06
cli_5611,esporadico,82.3,55.0,0.32
cli_5612,churrasco_fds,4.6,0.0,0.23
cli_5613,esporadico,89.1,69.0,0.34
cli_5614,vinho_final_do_dia,3.9,0.0,0.1
cli_5615,churrasco_fds,5.6,0.0,0.24
cli_5616,unknown,16.9,0.0,0.09
cli_5617,esporadico,6.5,0.0,0.12
cli_5618,unknown,1.4,0.0,0.05
cli_5619,churrasco_fds,10.4,0.0,0.25
cli_5620,unknown,4.9,0.0,0.06
cli_5621,unknown,6.9,0.0,0.07
cli_5622,esporadico,12.4,0.0,0.14
cli_5623,esporadico,78.1,129.0,0.32
cli_5624,unknown,4.4,0.0,0.06
cli_5625,unknown,61.4,119.0,0.22
cli_5626,unknown,9.1,159.0,0.08
cli_5627,esporadico,3.7,0.0,0.11
cli_5628,churrasco_fds,6.2,0.0,0.24
cli_5629,esporadico,63.9,58.0,0.28
cli_5630,unknown,1.3,0.0,0.05
cli_5631,churrasco_fds,23.6,0.0,0.28
cli_5632,vinho_final_do_dia,56.1,129.0,0.25
cli_5633,unknown,91.9,89.0,0.3
cli_5634,churrasco_fds,8.0,0.0,0.24
cli_5635,unknown,15.9,0.0,0.09
cli_5636,churrasco_fds,1.3,0.0,0.23
cli_5637,unknown,6.4,0.0,0.06
cli_5638,churrasco_fds,15.1,0.0,0.26
cli_5639,vinho_final_do_dia,53.4,119.0,0.24
cli_5640,unknown,5.4,0.0,0.06
cli_5641,unknown,1.9,0.0,0.05
cli_5642,vinho_final_do_dia,9.4,0.0,0.12
cli_5643,unknown,5.5,0.0,0.06
cli_5644,unknown,1.5,0.0,0.05
cli_5645,vinho_final_do_dia,80.4,114.0,0.31
cli_5646,esporadico,3.8,0.0,0.11
cli_5647,esporadico,57.0,9.0,0.26
cli_5648,vinho_final_do_dia,83.4,128.0,0.32
cli_5649,esporadico,18.1,0.0,0.15
cli_5650,churrasco_fds,9.3,0.0,0.25
cli_5651,churrasco_fds,13.2,0.0,0.26
cli_5652,esporadico,92.3,71.0,0.35
cli_5653,unknown,15.2,0.0,0.09
cli_5654,churrasco_fds,11.2,0.0,0.25
cli_5655,churrasco_fds,0.4,0.0,0.22
cli_5656,vinho_final_do_dia,20.8,0.0,0.15
cli_5657,esporadico,72.6,131.0,0.3
cli_5658,unknown,4.3,0.0,0.06
cli_5659,esporadico,8.3,99.0,0.13
cli_5660,esporadico,72.9,159.0,0.31
cli_5661,vinho_final_do_dia,12.0,0.0,0.13
cli_5662,vinho_final_do_dia,49.2,30.0,0.23
cli_5663,vinho_final_do_dia,12.6,0.0,0.13
cli_5664,unknown,80.4,159.0,0.27
cli_5665,unknown,11.4,0.0,0.08
cli_5666,unknown,94.4,199.0,0.31
cli_5667,churrasco_fds,81.5,127.0,0.45
cli_5668,unknown,40.1,0.0,0.15
cli_5669,unknown,5.4,0.0,0.06
cli_5670,esporadico,69.9,119.0,0.3
cli_5671,esporadico,10.7,0.0,0.13
cli_5672,unknown,85.2,119.0,0.28
cli_5673,vinho_final_do_dia,12.7,0.0,0.13
cli_5674,vinho_final_do_dia,5.1,0.0,0.11
cli_5675,unknown,4.6,0.0,0.06
cli_5676,vinho_final_do_dia,70.8,89.0,0.29
cli_5677,unknown,12.6,0.0,0.08
cli_5678,churrasco_fds,0.0,119.0,0.23
cli_5679,unknown,3.2,0.0,0.06
cli_5680,esporadico,5.7,0.0,0.12
cli_5681,unknown,50.0,99.0,0.19
cli_5682,esporadico,6.9,0.0,0.12
cli_5683,esporadico,43.5,89.0,0.22
cli_5684,unknown,21.6,0.0,0.1
cli_5685,esporadico,17.0,99.0,0.16
cli_5686,unknown,79.7,66.0,0.26
cli_5687,esporadico,88.3,129.0,0.35
cli_5688,vinho_final_do_dia,68.0,99.0,0.28
cli_5689,vinho_final_do_dia,0.8,0.0,0.1
cli_5690,unknown,8.6,0.0,0.07
cli_5691,vinho_final_do_dia,77.0,53.0,0.3
cli_5692,unknown,15.6,0.0,0.09
cli_5693,unknown,20.4,0.0,0.1
cli_5694,unknown,85.9,7.0,0.27
cli_5695,unknown,89.4,144.0,0.29
cli_5696,vinho_final_do_dia,17.2,0.0,0.14
cli_5697,unknown,16.2,149.0,0.1
cli_5698,unknown,90.9,159.0,0.3
cli_5699,vinho_final_do_dia,3.6,0.0,0.1
cli_5700,unknown,83.5,21.0,0.27
cli_5701,esporadico,14.1,0.0,0.14
cli_5702,churrasco_fds,37.4,0.0,0.32
cli_5703,esporadico,2.1,0.0,0.11
cli_5704,unknown,91.3,12.0,0.29
cli_5705,churrasco_fds,1.5,0.0,0.23
cli_5706,esporadico,78.1,96.0,0.32
cli_5707,esporadico,1.3,0.0,0.11
cli_5708,esporadico,4.6,0.0,0.12
cli_5709,vinho_final_do_dia,0.1,119.0,0.1
cli_5710,esporadico,47.2,129.0,0.24
cli_5711,esporadico,3.5,0.0,0.11
cli_5712,unknown,87.5,215.0,0.29
cli_5713,unknown,27.7,0.0,0.12
cli_5714,unknown,1.9,0.0,0.05
cli_5715,unknown,10.1,0.0,0.07
cli_5716,esporadico,62.7,149.0,0.28
cli_5717,esporadico,5.1,0.0,0.12
cli_5718,unknown,77.5,159.0,0.26
cli_5719,vinho_final_do_dia,64.6,199.0,0.28
cli_5720,churrasco_fds,9.1,0.0,0.25
cli_5721,esporadico,50.9,99.0,0.24
cli_5722,unknown,0.8,99.0,0.06
cli_5723,churrasco_fds,33.6,119.0,0.32
cli_5724,churrasco_fds,5.6,99.0,0.24
cli_5725,unknown,37.8,89.0,0.15
cli_5726,vinho_final_do_dia,75.2,57.0,0.3
cli_5727,esporadico,46.1,99.0,0.23
cli_5728,vinho_final_do_dia,6.4,0.0,0.11
cli_5729,vinho_final_do_dia,15.5,0.0,0.14
cli_5730,esporadico,19.5,0.0,0.16
